"Aplicativo","DataHora","Data","Usuario","Descricao","Fonte","StatusProducao"
"WGREPORT.ZIP","21/08/2026 10:02:42","21/08/2026","1077","Adicionado coluna de validade inicio, fim, preço de venda e desconto no relatório ""Produtos > Promoções ativas no produto""","Portal Gerencial Weber - alteracoes beta por intervalo de data","Nao confirmado"
"WGREPORT.ZIP","26/08/2026 10:18:06","26/08/2026","1077","Recompilado devido a desativação da gravação de log em LOG_FORM.","Portal Gerencial Weber - alteracoes beta por intervalo de data","Nao confirmado"
"WGSYNC.ZIP","27/08/2026 16:14:35","27/08/2026","1190","- Ajuste no sistema de Logs, incluindo opção de gravação em BD. | - Recompilação do Projeto visando atualizar Utilitarios.cs","Portal Gerencial Weber - alteracoes beta por intervalo de data","Nao confirmado"
"WGSYNCLIB.ZIP","27/08/2026 16:17:53","27/08/2026","1190","- Correção nas mensagens de erro na consulta de Produtos. | - Recompilação do Projeto visando atualizar Utilitarios.cs","Portal Gerencial Weber - alteracoes beta por intervalo de data","Nao confirmado"
"WGSYNCLIB.ZIP","02/09/2026 09:45:45","02/09/2026","1190","- Correção de modo de compilação pós exclusao da funcionalidade de Log Forms | - Correção nas mensagens de erro na consulta de Produtos. | - Recompilação do Projeto visando atualizar Utilitarios.cs","Portal Gerencial Weber - alteracoes beta por intervalo de data","Nao confirmado"
"WGTABS.ZIP","26/08/2026 10:25:14","26/08/2026","1077","Recompilado devido a desativação da gravação de log em LOG_FORM.","Portal Gerencial Weber - alteracoes beta por intervalo de data","Nao confirmado"
"WG_CCUSTO.ZIP","26/08/2026 10:27:29","26/08/2026","1077","Recompilado devido a desativação da gravação de log em LOG_FORM.","Portal Gerencial Weber - alteracoes beta por intervalo de data","Nao confirmado"
"WG_CONTAS.ZIP","26/08/2026 10:28:22","26/08/2026","1077","Recompilado devido a desativação da gravação de log em LOG_FORM.","Portal Gerencial Weber - alteracoes beta por intervalo de data","Nao confirmado"
"WPAC0001.ZIP","26/08/2026 19:27:37","26/08/2026","32","Adicionado no Bloco-M os registros da lei-complementar. | Obs:ainda e beta. Nao consegui instalar o validador na minha maquina.  Hd com pouco espaco | Portanto ainda nao validei","Portal Gerencial Weber - alteracoes beta por intervalo de data","Nao confirmado"
"WPROTRIB.ZIP","04/09/2026 17:53:31","04/09/2026","1077","Aumentado timeout na obtenção dos produtos na API para tributo para 3min","Portal Gerencial Weber - alteracoes beta por intervalo de data","Nao confirmado"
